iter	Logloss
0	0.5593903023
1	0.4396219773
2	0.3614838296
3	0.2980654812
4	0.2391192112
5	0.2081611341
6	0.1721626555
7	0.1447876655
8	0.1341909888
9	0.120147843
10	0.1052898461
11	0.09697710217
12	0.09020263325
13	0.08411560853
14	0.07883383652
15	0.07119533051
16	0.064985424
17	0.0614139022
18	0.05754428702
19	0.0550117843
20	0.0512846447
21	0.04953921165
22	0.04743118393
23	0.04473206005
24	0.04111695558
25	0.03955708466
26	0.03758564331
27	0.03533898386
28	0.03347326381
29	0.0320582336
30	0.03037104993
31	0.02914827083
32	0.02766371441
33	0.02661746752
34	0.02516123816
35	0.02382877808
36	0.02275539787
37	0.02164635763
38	0.02128400326
39	0.02055100728
40	0.01959182454
41	0.0192010366
42	0.01820724974
43	0.01767154395
44	0.01679989686
45	0.01580970118
46	0.01527398502
47	0.01414122826
48	0.013622592
49	0.01321012382
50	0.01272507515
51	0.01236005666
52	0.01187435272
53	0.01135540189
54	0.01086142931
55	0.01048074008
56	0.0101017205
57	0.00971875365
58	0.009534550458
59	0.009315655217
60	0.009042990155
61	0.008925293802
62	0.00864577773
63	0.008330887562
64	0.008161118235
65	0.007925261514
66	0.00765055253
67	0.007455856387
68	0.007245271617
69	0.006981574134
70	0.006750865476
71	0.006444955191
72	0.006198228895
73	0.005989185754
74	0.005859673637
75	0.005719595523
76	0.005521471625
77	0.005392545701
78	0.005289772236
79	0.005119730962
80	0.004944450712
81	0.004877227461
82	0.00478565945
83	0.004700536527
84	0.004553924047
85	0.004487944445
86	0.00439881409
87	0.004207507802
88	0.004024876409
89	0.003971877707
90	0.003881279865
91	0.003768105208
92	0.003698641633
93	0.003628138779
94	0.003569485806
95	0.003461700682
96	0.003423752057
97	0.003348283215
98	0.00324312458
99	0.003191954375
100	0.00313666617
101	0.003099640044
102	0.003015313078
103	0.00298214417
104	0.002934658134
105	0.002887419191
106	0.002845799444
107	0.002789899051
108	0.00275433214
109	0.002714518012
110	0.002679027838
111	0.002633536371
112	0.002592729367
113	0.002556996886
114	0.002505444652
115	0.002478466265
116	0.002446317895
117	0.002421716454
118	0.002382625674
119	0.002359750758
120	0.002332838865
121	0.00232613525
122	0.002309841542
123	0.002263186592
124	0.002236838301
125	0.002226958974
126	0.002204044598
127	0.002186026478
128	0.002150402395
129	0.002121448445
130	0.002067312638
131	0.002035164939
132	0.002017384381
133	0.002000317917
134	0.001956771449
135	0.001937852164
136	0.001914964692
137	0.00188726276
138	0.001870041906
139	0.001831853924
140	0.001814130381
141	0.00176567445
142	0.001752544248
143	0.001736093571
144	0.001724581623
145	0.001706614274
146	0.001690254849
147	0.001664263348
148	0.001634547516
149	0.001624279605
150	0.001605799564
151	0.001590251935
152	0.001577143704
153	0.001557758933
154	0.001512332154
155	0.001475677162
156	0.001459180031
157	0.001459180031
158	0.001414899653
159	0.001400765707
160	0.001389585081
161	0.001375098639
162	0.001348978823
163	0.001321386404
164	0.001317400425
165	0.001297852836
166	0.001281245294
167	0.0012812378
168	0.001268459584
169	0.00126244107
170	0.001236731451
171	0.001228379419
172	0.001208752023
173	0.001193630198
174	0.001177959932
175	0.00116602074
176	0.00114787464
177	0.001140527872
178	0.001125916347
179	0.00110375485
180	0.001083355324
181	0.001083354848
182	0.001069551799
183	0.001058660353
184	0.00105863914
185	0.001041180815
186	0.001022167394
187	0.001022111545
188	0.001022148918
189	0.00101576881
190	0.001015754044
191	0.001012232646
192	0.0009945984618
193	0.000986908535
194	0.000986908535
195	0.0009868499962
196	0.0009868889192
197	0.0009868679348
198	0.0009868679348
199	0.0009868679348
200	0.0009868679348
201	0.0009868679348
202	0.0009779322857
203	0.0009707240805
204	0.0009547171084
205	0.0009547191881
206	0.0009547191881
207	0.0009401915246
208	0.0009272787494
209	0.0009272485273
210	0.0009130902698
211	0.0009130902698
212	0.0009130698423
213	0.0009130698423
214	0.0009130698423
215	0.0009130698423
216	0.000913087365
217	0.0009130758599
218	0.0009130758599
219	0.0009130758599
220	0.0009130758599
221	0.0009130758599
222	0.0009130758599
223	0.0009130758599
224	0.0009130758599
225	0.0009130758599
226	0.0009130758599
227	0.0008968580569
228	0.0008968183624
229	0.000896815404
230	0.0008968234883
231	0.0008967929102
232	0.0008967425893
233	0.0008898445845
234	0.0008898270886
235	0.0008898542247
236	0.0008898302819
237	0.000889829866
238	0.000889806064
239	0.0008898020523
240	0.0008898125982
241	0.0008898125982
242	0.0008897749028
243	0.000889810968
244	0.0008898131947
245	0.000889786186
246	0.0008897824695
247	0.0008897595128
248	0.0008897595128
249	0.0008897595128
250	0.0008897386626
251	0.0008897386626
252	0.0008897386626
